,0
cv_mae_mean,2.4840696895296412
cv_mae_std,0.4285444859548367
cv_r2_mean,0.7732335227833453
cv_r2_std,0.10550726963092562
train_mae,0.8637553069680574
train_rmse,1.2082770790617554
train_r2,0.9750309257611359
test_mae,1.71245627067829
test_rmse,2.3437321854503024
test_r2,0.8542221771372261
